id,document,component_name,schema_name
CrAccBill_I_ExpValue_141,"Schema Name: CrAccBill_I
        Component Name: ExpValue
        Component Type: SUMFROMSCHEMA
        Business Purpose: This row calculates the total cost of items in the 'CrAccBill_I' schema by summing up the 'COST' value from the 'ExpAccBill_I' model, based on the specified criteria.
        Technical Logic: The 'ExpValue' component uses the 'SUMFROMSCHEMA' type to aggregate the 'COST' value from the 'ExpAccBill_I' model, filtered by the specified criteria in the 'component_expr' expression, resulting in a total cost value.",ExpValue,CrAccBill_I
CrAccBill_I_GSTValue_142,"Schema Name: CrAccBill_I
        Component Name: GSTValue
        Component Type: SUMFROMSCHEMA
        Business Purpose: This row calculates the total GST value for a bill by summing the COST from the CrAccBill_I schema.
        Technical Logic: The component_expr is a JSON object that specifies the fields to be used in the calculation, and the component_type_value 'COST' indicates that the sum should be performed on the COST field. The component_type 'SUMFROMSCHEMA' indicates that the sum should be performed across the entire schema.",GSTValue,CrAccBill_I
CrAccBill_I_TDSValue_143,"Schema Name: CrAccBill_I
        Component Name: TDSValue
        Component Type: SUMFROMSCHEMA
        Business Purpose: This row calculates the total cost of items in the CrAccBill_I schema, specifically the TDSValue component, based on the Documentnumber, Itemid, ForPrdFrom, ForPrdTo, and Linkref criteria.
        Technical Logic: The component_expr is a JSON object that defines the criteria for the calculation, which is then used by the SUMFROMSCHEMA component type to sum the COST value from the TDSAccBill_I model.",TDSValue,CrAccBill_I
CrAccBill_I_ExpTDSValue_144,"Schema Name: CrAccBill_I
        Component Name: ExpTDSValue
        Component Type: SUMFROMSCHEMA
        Business Purpose: This row calculates the total cost of items in the 'CrAccBill_I' schema, specifically for the 'ExpAccBill_I_TDS' model, by summing up the 'COST' value from the schema.
        Technical Logic: The 'ExpTDSValue' component uses a 'SUMFROMSCHEMA' type to aggregate data from the schema, filtering by the specified criteria (document number, item ID, for period from, for period to, and link reference), and returns the result as a JSON object.",ExpTDSValue,CrAccBill_I
CrAccBill_I_ExpGSTValue_145,"Schema Name: CrAccBill_I
        Component Name: ExpGSTValue
        Component Type: SUMFROMSCHEMA
        Business Purpose: This row calculates the total cost of items in a bill, specifically the expense GST value, by summing up the COST from the CrAccBill_I schema.
        Technical Logic: The component_expr is a JSON object that defines the fields to be used in the calculation. It is then used to filter the data, and the SUMFROMSCHEMA component_type is used to sum up the COST from the CrAccBill_I schema, resulting in the total cost of items in the bill.",ExpGSTValue,CrAccBill_I
CrAccBill_I_Value_146,"Schema Name: CrAccBill_I
        Component Name: Value
        Component Type: MATH
        Business Purpose: This row calculates the total cost of an expense by subtracting the values of GST, TDS, and their respective expenses from the expense value.
        Technical Logic: The component_expr '- (ExpValue + GSTValue + TDSValue + ExpTDSValue + ExpGSTValue)' is a mathematical expression that calculates the total cost by subtracting the sum of GST, TDS, and their respective expenses from the expense value.",Value,CrAccBill_I
CrAccBill_I_AmountinLocalCurrency_147,"Schema Name: CrAccBill_I
        Component Name: AmountinLocalCurrency
        Component Type: MATH
        Business Purpose: This row defines a component in the CrAccBill_I schema that calculates the amount in local currency, specifically the cost, based on a value.
        Technical Logic: The component 'AmountinLocalCurrency' of type 'MATH' with value 'COST' and expression 'Value' is used in the 'CrAccBill_I' schema, indicating a mathematical operation to calculate the cost based on a given value.",AmountinLocalCurrency,CrAccBill_I
CrAccBill_I_AmountinTransactionCurrency_148,"Schema Name: CrAccBill_I
        Component Name: AmountinTransactionCurrency
        Component Type: MATH
        Business Purpose: This row defines a component in the CrAccBill_I schema that calculates the amount in transaction currency by dividing the value by the exchange rate.
        Technical Logic: The component 'AmountinTransactionCurrency' is a mathematical operation that takes the 'Value' and 'ExchangeRate' as inputs, and returns the result of the division as its output.",AmountinTransactionCurrency,CrAccBill_I
ProvisionReversalCostAllocation_costallocationparameterperc_149,"Schema Name: ProvisionReversalCostAllocation
        Component Name: costallocationparameterperc
        Component Type: FETCHFROMSCHEMA
        Business Purpose: This row defines a cost allocation parameter percentage component in the ProvisionReversalCostAllocation schema, used in the ReverseCA model to fetch cost data.
        Technical Logic: The component_expr field contains a JSON object that specifies the fields to fetch from the linkref schema, including itemid, ForPrdFrom, ForPrdTo, CostAllocationMethod, and LOB, which are then used to fetch cost data.",costallocationparameterperc,ProvisionReversalCostAllocation
ProvisionReversalCostAllocation_Value_150,"Schema Name: ProvisionReversalCostAllocation
        Component Name: Value
        Component Type: SUMFROMSCHEMA
        Business Purpose: This row defines a component in the ProvisionReversalCostAllocation schema that calculates the total cost of a reversal provision expense account, specifically summing up the costs from the ReversalProvisionExpAcc model.
        Technical Logic: The component_expr field uses a JSON object to specify the fields to be included in the calculation, which are then used to filter and aggregate data from the model. The SUMFROMSCHEMA component_type is used to sum up the values from the specified model, resulting in a total cost value.",Value,ProvisionReversalCostAllocation
ProvisionReversalCostAllocation_AmountinLocalCurrency_151,"Schema Name: ProvisionReversalCostAllocation
        Component Name: AmountinLocalCurrency
        Component Type: MATH
        Business Purpose: This row calculates the amount in local currency for provision reversal cost allocation, using a formula that multiplies the value by a cost allocation percentage.
        Technical Logic: The component_expr '(Value * costallocationparameterperc)/100' is evaluated to calculate the amount in local currency, where 'Value' and 'costallocationparameterperc' are likely input parameters or variables in the MATH model.",AmountinLocalCurrency,ProvisionReversalCostAllocation
ProvisionReversalCostAllocation_CostAllocationParameterValue_152,"Schema Name: ProvisionReversalCostAllocation
        Component Name: CostAllocationParameterValue
        Component Type: MATH
        Business Purpose: This row defines a cost allocation parameter value for the Provision Reversal Cost Allocation model, specifying a mathematical calculation to determine the cost allocation percentage.
        Technical Logic: The component_expr 'costallocationparameterperc' is evaluated as a mathematical expression to determine the cost allocation percentage, with a criteria count of 1, indicating a single input value is used in the calculation.",CostAllocationParameterValue,ProvisionReversalCostAllocation
BillCostAllocation_TCostAllocationValue_153,"Schema Name: BillCostAllocation
        Component Name: TCostAllocationValue
        Component Type: FETCHFROMSCHEMA
        Business Purpose: This row defines a component in the BillCostAllocation schema that fetches the cost allocation value from the model TCostAllocationValue.
        Technical Logic: The component FETCHFROMSCHEMA with value 'COST' retrieves the 'CostAllocationMethod' and 'linkref' from the model TCostAllocationValue, using the component expression '{""CostAllocationMethod"":""CostAllocationMethod"",""linkref"":""linkref""}'.",TCostAllocationValue,BillCostAllocation
BillCostAllocation_CostAllocationParameterValue_154,"Schema Name: BillCostAllocation
        Component Name: CostAllocationParameterValue
        Component Type: SUMFROMSCHEMA
        Business Purpose: This row defines a cost allocation parameter value for the 'BillCostAllocation1' model, specifically summing the 'COST' value from the 'BillCostAllocation' schema.
        Technical Logic: The 'CostAllocationParameterValue' component uses the 'SUMFROMSCHEMA' component type to calculate the sum of 'COST' values from the 'BillCostAllocation' schema, with a criteria count of 1, and stores the result in the 'CostAllocationMethod' field of the 'linkref' reference, within the 'LOB' context.",CostAllocationParameterValue,BillCostAllocation
BillCostAllocation_CostAllocationParameterPerc_155,"Schema Name: BillCostAllocation
        Component Name: CostAllocationParameterPerc
        Component Type: MATH
        Business Purpose: This row defines a cost allocation parameter percentage in the BillCostAllocation schema, used to allocate costs based on a specific percentage value.
        Technical Logic: The component_expr 'CostAllocationParameterValue / TCostAllocationValue' calculates the cost allocation percentage by dividing the cost allocation parameter value by the total cost allocation value, resulting in a percentage value.",CostAllocationParameterPerc,BillCostAllocation
BillCostAllocation_BillAmountinLocalCurrency_156,"Schema Name: BillCostAllocation
        Component Name: BillAmountinLocalCurrency
        Component Type: SUMFROMSCHEMA
        Business Purpose: This row defines a component in the 'BillCostAllocation' schema that calculates the total cost of an accounting journal entry, specifically the 'BillAmountinLocalCurrency' component, which sums up the costs based on the 'COST' type.
        Technical Logic: The component_expr field uses a JSON object to filter the data, selecting records where the 'documentnumber', 'AccountType', 'ForPrdFrom', 'ForPrdTo', 'linkref', 'CostAllocationMethod', and 'lineref' fields match the specified values. The SUMFROMSCHEMA component_type is then used to calculate the sum of the 'COST' type, resulting in the total cost of the accounting journal entry.",BillAmountinLocalCurrency,BillCostAllocation
